dataset,model,protocol,fold_id,protocol_tag,train_subjects,val_subjects,test_subjects,n_train,n_val,n_test,best_epoch,best_val_loss,main_metric,main_value,accuracy,balanced_accuracy,precision,recall,f1,kappa,auc
p300,eegnet_ms_se,within,2,within_sub3_fold2,[3],[3],[3],900,450,450,94,0.639682533343633,auc,0.7206368602645198,0.7066666666666667,0.688793847038528,0.3141025641025641,0.6621621621621622,0.4260869565217391,0.26130428294284436,0.7206368602645198
p300,eegnet_ms_se,within,3,within_sub3_fold3,[3],[3],[3],900,450,450,111,0.6424447278181712,auc,0.7927455671263721,0.7488888888888889,0.7283633549113425,0.3706293706293706,0.6973684210526315,0.48401826484018257,0.33801130002343327,0.7927455671263721
p300,eegnet_ms_se,within,0,within_sub4_fold0,[4],[4],[4],900,450,450,26,0.5919590691725413,auc,0.6986666666666667,0.6933333333333334,0.6666666666666667,0.29936305732484075,0.6266666666666667,0.4051724137931035,0.23191094619666053,0.6986666666666667
p300,eegnet_ms_se,within,1,within_sub4_fold1,[4],[4],[4],900,450,450,32,0.5893653978904089,auc,0.6934755555555555,0.6533333333333333,0.6373333333333333,0.2658959537572254,0.6133333333333333,0.3709677419354838,0.180385288966725,0.6934755555555555
p300,eegnet_ms_se,within,2,within_sub4_fold2,[4],[4],[4],900,450,450,22,0.657296617825826,auc,0.7098548016101208,0.72,0.664210753306498,0.3115942028985507,0.581081081081081,0.4056603773584906,0.24375800256081948,0.7098548016101208
p300,eegnet_ms_se,within,3,within_sub4_fold3,[4],[4],[4],900,450,450,11,0.6695412278175354,auc,0.6555375738812271,0.5955555555555555,0.6256332676611314,0.24519230769230768,0.6710526315789473,0.35915492957746475,0.14850702819595774,0.6555375738812271
p300,eegnet_ms_se,within,0,within_sub5_fold0,[5],[5],[5],900,450,450,31,0.6134646852811177,auc,0.7090844444444444,0.7,0.6226666666666667,0.27941176470588236,0.5066666666666667,0.36018957345971564,0.1851106639839034,0.7090844444444444
p300,eegnet_ms_se,within,1,within_sub5_fold1,[5],[5],[5],900,450,450,60,0.573550820350647,auc,0.7656533333333333,0.7244444444444444,0.7013333333333334,0.33557046979865773,0.6666666666666666,0.4464285714285714,0.2887189292543021,0.7656533333333333
p300,eegnet_ms_se,within,2,within_sub5_fold2,[5],[5],[5],900,450,450,21,0.6579020977020263,auc,0.7217777777777777,0.6355555555555555,0.6479999999999999,0.26455026455026454,0.6666666666666666,0.3787878787878788,0.1840796019900498,0.7217777777777777
p300,eegnet_ms_se,within,3,within_sub5_fold3,[5],[5],[5],900,450,450,28,0.6517467379570008,auc,0.6540444444444445,0.6155555555555555,0.62,0.24479166666666666,0.6266666666666667,0.35205992509363293,0.14778325123152714,0.6540444444444445
p300,eegnet_ms_se,within,0,within_sub6_fold0,[6],[6],[6],900,450,450,42,0.49246197640895845,auc,0.8331733333333333,0.7466666666666667,0.736,0.3673469387755102,0.72,0.4864864864864865,0.34104046242774566,0.8331733333333333
p300,eegnet_ms_se,within,1,within_sub6_fold1,[6],[6],[6],900,450,450,55,0.5105077852805455,auc,0.8028088888888889,0.7888888888888889,0.7186666666666666,0.4107142857142857,0.6133333333333333,0.4919786096256684,0.3652561247216035,0.8028088888888889
p300,eegnet_ms_se,within,2,within_sub6_fold2,[6],[6],[6],900,450,450,39,0.5708034336566925,auc,0.8313600000000001,0.7355555555555555,0.7506666666666666,0.3625,0.7733333333333333,0.49361702127659574,0.344954128440367,0.8313600000000001
p300,eegnet_ms_se,within,3,within_sub6_fold3,[6],[6],[6],900,450,450,65,0.5449364185333252,auc,0.7878044444444445,0.7533333333333333,0.7026666666666667,0.36153846153846153,0.6266666666666667,0.4585365853658536,0.3134020618556701,0.7878044444444445
p300,eegnet_ms_se,within,0,within_sub7_fold0,[7],[7],[7],900,450,450,36,0.4203538139661153,auc,0.8766532489936745,0.8266666666666667,0.7985911443358252,0.4827586206896552,0.7567567567567568,0.5894736842105263,0.48633144061347544,0.8766532489936745
p300,eegnet_ms_se,within,1,within_sub7_fold1,[7],[7],[7],900,450,450,61,0.4575470914443334,auc,0.875070363073459,0.8066666666666666,0.77884886011821,0.45528455284552843,0.7368421052631579,0.5628140703517588,0.4474553306799899,0.875070363073459
p300,eegnet_ms_se,within,2,within_sub7_fold2,[7],[7],[7],900,450,450,79,0.4075069099664688,auc,0.8844990149169716,0.82,0.7763861525471433,0.4778761061946903,0.7105263157894737,0.5714285714285714,0.4629755134513952,0.8844990149169716
p300,eegnet_ms_se,within,3,within_sub7_fold3,[7],[7],[7],900,450,450,50,0.41773064285516737,auc,0.8886932144910868,0.8066666666666666,0.808330937320299,0.45112781954887216,0.8108108108108109,0.5797101449275363,0.46710042740859725,0.8886932144910868
p300,eegnet_ms_se,within,0,within_sub8_fold0,[8],[8],[8],900,450,450,78,0.586527826388677,auc,0.7776526878694062,0.76,0.729805797917253,0.38235294117647056,0.6842105263157895,0.49056603773584906,0.3496413660207687,0.7776526878694062
p300,eegnet_ms_se,within,1,within_sub8_fold1,[8],[8],[8],900,450,450,28,0.6892359515031179,auc,0.675747556066705,0.6622222222222223,0.6567711328349626,0.27586206896551724,0.6486486486486487,0.3870967741935484,0.20324294101202112,0.675747556066705
p300,eegnet_ms_se,within,2,within_sub8_fold2,[8],[8],[8],900,450,450,56,0.6112863719463348,auc,0.6481095457159287,0.6977777777777778,0.6237780333525014,0.2753623188405797,0.5135135135135135,0.3584905660377359,0.1837387964148528,0.6481095457159287
p300,eegnet_ms_se,within,3,within_sub8_fold3,[8],[8],[8],900,450,450,140,0.5788490156332652,auc,0.7036659161272164,0.76,0.6669012102448635,0.35714285714285715,0.5263157894736842,0.425531914893617,0.2808097549425832,0.7036659161272164
p300,eegnet_ms_se,within,0,within_sub9_fold0,[9],[9],[9],900,450,450,31,0.6181533177693684,auc,0.7337244444444445,0.7,0.6386666666666667,0.2887323943661972,0.5466666666666666,0.3778801843317972,0.20432220039292726,0.7337244444444445
p300,eegnet_ms_se,within,1,within_sub9_fold1,[9],[9],[9],900,450,450,36,0.6120260337988536,auc,0.69952,0.7022222222222222,0.624,0.2814814814814815,0.5066666666666667,0.36190476190476195,0.18787878787878787,0.69952
p300,eegnet_ms_se,within,2,within_sub9_fold2,[9],[9],[9],900,450,450,20,0.626572326819102,auc,0.6930707303047728,0.6977777777777778,0.667193789534215,0.2987012987012987,0.6216216216216216,0.4035087719298246,0.23315958299919803,0.6930707303047728
p300,eegnet_ms_se,within,3,within_sub9_fold3,[9],[9],[9],900,450,450,50,0.6062322378158569,auc,0.8006965944272446,0.74,0.7230157613284548,0.36054421768707484,0.6973684210526315,0.47533632286995514,0.32505191908314746,0.8006965944272446
p300,eegnet_ms_se,within,0,within_sub10_fold0,[10],[10],[10],900,450,450,15,0.5769082804520925,auc,0.8107748706152962,0.7577777777777778,0.7465138010350776,0.3776223776223776,0.7297297297297297,0.49769585253456217,0.35870616844912795,0.8107748706152962
p300,eegnet_ms_se,within,1,within_sub10_fold1,[10],[10],[10],900,450,450,38,0.41726974919438364,auc,0.8206797072896145,0.7733333333333333,0.7430692372642838,0.4015151515151515,0.6973684210526315,0.5096153846153846,0.3758159268929504,0.8206797072896145
p300,eegnet_ms_se,within,2,within_sub10_fold2,[10],[10],[10],900,450,450,40,0.5816418925921122,auc,0.8248311286236983,0.7555555555555555,0.7481001970166057,0.3835616438356164,0.7368421052631579,0.5045045045045046,0.3629999485252483,0.8248311286236983
p300,eegnet_ms_se,within,3,within_sub10_fold3,[10],[10],[10],900,450,450,27,0.4883958558241526,auc,0.8147282921219092,0.7288888888888889,0.745507475560667,0.35185185185185186,0.7702702702702703,0.4830508474576271,0.3323117338003504,0.8147282921219092
p300,eegnet_ms_se,within,0,within_sub11_fold0,[11],[11],[11],900,450,450,84,0.5705263535181682,auc,0.6949333333333334,0.7466666666666667,0.64,0.32432432432432434,0.48,0.3870967741935484,0.2348993288590604,0.6949333333333334
p300,eegnet_ms_se,within,1,within_sub11_fold1,[11],[11],[11],900,450,450,34,0.5712451686461767,auc,0.7280711111111112,0.6777777777777778,0.6679999999999999,0.2916666666666667,0.6533333333333333,0.40329218106995884,0.22459893048128343,0.7280711111111112
p300,eegnet_ms_se,within,2,within_sub11_fold2,[11],[11],[11],900,450,450,17,0.6060595015684763,auc,0.7449244444444445,0.7,0.6866666666666666,0.3125,0.6666666666666666,0.425531914893617,0.25688073394495425,0.7449244444444445
p300,eegnet_ms_se,within,3,within_sub11_fold3,[11],[11],[11],900,450,450,43,0.6269899815320968,auc,0.6814933333333334,0.6755555555555556,0.6133333333333333,0.26174496644295303,0.52,0.34821428571428575,0.16252390057361377,0.6814933333333334
p300,eegnet_ms_se,within,0,within_sub12_fold0,[12],[12],[12],900,450,450,71,0.6393207391103108,auc,0.7197086968758796,0.7,0.6937095412327611,0.31901840490797545,0.6842105263157895,0.4351464435146443,0.2660738879358252,0.7197086968758796
p300,eegnet_ms_se,within,1,within_sub12_fold1,[12],[12],[12],900,450,450,54,0.5959655980269114,auc,0.7682216791259344,0.7755555555555556,0.7245902817711328,0.3902439024390244,0.6486486486486487,0.4873096446700508,0.35482497231922316,0.7682216791259344
p300,eegnet_ms_se,within,2,within_sub12_fold2,[12],[12],[12],900,450,450,30,0.6333167016506195,auc,0.7162609062763861,0.6955555555555556,0.6648254995778216,0.3032258064516129,0.618421052631579,0.4069264069264069,0.23311357133971888,0.7162609062763861
p300,eegnet_ms_se,within,3,within_sub12_fold3,[12],[12],[12],900,450,450,65,0.4917119204998016,auc,0.7517970097757332,0.7244444444444444,0.6777242668200115,0.32142857142857145,0.6081081081081081,0.42056074766355145,0.26170944694363585,0.7517970097757332
p300,eegnet_ms_se,within,0,within_sub13_fold0,[13],[13],[13],900,450,450,26,0.5936502774556478,auc,0.768711111111111,0.7377777777777778,0.7146666666666667,0.35172413793103446,0.68,0.4636363636363636,0.3126213592233009,0.768711111111111
p300,eegnet_ms_se,within,1,within_sub13_fold1,[13],[13],[13],900,450,450,74,0.4912116428216298,auc,0.8221866666666666,0.74,0.732,0.36,0.72,0.4799999999999999,0.3314285714285714,0.8221866666666666
p300,eegnet_ms_se,within,2,within_sub13_fold2,[13],[13],[13],900,450,450,43,0.5717403332392375,auc,0.7867998874190825,0.7266666666666667,0.7097523219814241,0.3443708609271523,0.6842105263157895,0.4581497797356829,0.30111871511906874,0.7867998874190825
p300,eegnet_ms_se,within,3,within_sub13_fold3,[13],[13],[13],900,450,450,24,0.5543497006098429,auc,0.7500718803910293,0.74,0.7087406555491662,0.3475177304964539,0.6621621621621622,0.45581395348837206,0.3061595635328537,0.7500718803910293
p300,eegnet_ms_se,within,0,within_sub14_fold0,[14],[14],[14],900,450,450,21,0.672321089108785,auc,0.57504,0.7,0.548,0.2222222222222222,0.32,0.26229508196721313,0.08163265306122447,0.57504
p300,eegnet_ms_se,within,1,within_sub14_fold1,[14],[14],[14],900,450,450,21,0.694521431128184,auc,0.6290133333333333,0.6311111111111111,0.6026666666666667,0.24,0.56,0.336,0.13391304347826094,0.6290133333333333
p300,eegnet_ms_se,within,2,within_sub14_fold2,[14],[14],[14],900,450,450,62,0.6605429768562316,auc,0.5927111111111112,0.6155555555555555,0.5720000000000001,0.21839080459770116,0.5066666666666667,0.30522088353413657,0.09424083769633507,0.5927111111111112
p300,eegnet_ms_se,within,3,within_sub14_fold3,[14],[14],[14],900,450,450,2,0.7065718015034993,auc,0.5862755555555555,0.5533333333333333,0.5506666666666666,0.1971153846153846,0.5466666666666666,0.28975265017667845,0.05928237129485192,0.5862755555555555
p300,eegnet_ms_se,within,0,within_sub15_fold0,[15],[15],[15],900,450,450,140,0.5725352935492992,auc,0.7778133333333334,0.76,0.6693333333333333,0.35398230088495575,0.5333333333333333,0.425531914893617,0.28159645232815966,0.7778133333333334
p300,eegnet_ms_se,within,1,within_sub15_fold1,[15],[15],[15],900,450,450,45,0.5371387382348378,auc,0.7723377777777778,0.7466666666666667,0.7146666666666667,0.3597122302158273,0.6666666666666666,0.4672897196261683,0.32007952286282304,0.7723377777777778
p300,eegnet_ms_se,within,2,within_sub15_fold2,[15],[15],[15],900,450,450,106,0.49062417149543763,auc,0.7873422222222223,0.7644444444444445,0.6933333333333334,0.3697478991596639,0.5866666666666667,0.4536082474226804,0.3131749460043197,0.7873422222222223
p300,eegnet_ms_se,within,3,within_sub15_fold3,[15],[15],[15],900,450,450,60,0.5592525760332744,auc,0.85024,0.7733333333333333,0.7626666666666666,0.4028776978417266,0.7466666666666667,0.5233644859813084,0.39165009940357853,0.85024
p300,eegnet_ms_se,within,0,within_sub16_fold0,[16],[16],[16],900,450,450,60,0.5400911768277487,auc,0.8231072333239516,0.78,0.7523219814241486,0.4122137404580153,0.7105263157894737,0.5217391304347826,0.39170922198858515,0.8231072333239516
p300,eegnet_ms_se,within,1,within_sub16_fold1,[16],[16],[16],900,450,450,66,0.42758881747722627,auc,0.8567783208740656,0.82,0.7674669350201264,0.46788990825688076,0.6891891891891891,0.5573770491803279,0.44954544081669634,0.8567783208740656
p300,eegnet_ms_se,within,2,within_sub16_fold2,[16],[16],[16],900,450,450,64,0.5063510676225026,auc,0.8620180129468055,0.7622222222222222,0.7678370391218688,0.3959731543624161,0.7763157894736842,0.5244444444444444,0.38742016742576524,0.8620180129468055
p300,eegnet_ms_se,within,3,within_sub16_fold3,[16],[16],[16],900,450,450,32,0.5680419941743214,auc,0.7779255319148936,0.7244444444444444,0.7048591144335825,0.3333333333333333,0.6756756756756757,0.4464285714285714,0.2900763358778625,0.7779255319148936
p300,eegnet_ms_se,within,0,within_sub17_fold0,[17],[17],[17],900,450,450,32,0.590062928199768,auc,0.6608355555555556,0.7022222222222222,0.624,0.2814814814814815,0.5066666666666667,0.36190476190476195,0.18787878787878787,0.6608355555555556
p300,eegnet_ms_se,within,1,within_sub17_fold1,[17],[17],[17],900,450,450,41,0.5803208847840627,auc,0.7112177777777778,0.6822222222222222,0.6706666666666666,0.29518072289156627,0.6533333333333333,0.4066390041493776,0.22980251346499114,0.7112177777777778
p300,eegnet_ms_se,within,2,within_sub17_fold2,[17],[17],[17],900,450,450,46,0.5913915634155273,auc,0.7424711511398817,0.7,0.6674992963692654,0.30718954248366015,0.618421052631579,0.4104803493449782,0.2386645612452064,0.7424711511398817
p300,eegnet_ms_se,within,3,within_sub17_fold3,[17],[17],[17],900,450,450,67,0.5968753735224406,auc,0.7579787234042553,0.7044444444444444,0.6711831512363426,0.304635761589404,0.6216216216216216,0.40888888888888886,0.24146409469975416,0.7579787234042553
p300,eegnet_ms_se,within,0,within_sub18_fold0,[18],[18],[18],900,450,450,38,0.5977417230606079,auc,0.7553066666666667,0.7088888888888889,0.7026666666666667,0.325,0.6933333333333334,0.4425531914893618,0.27889908256880747,0.7553066666666667
p300,eegnet_ms_se,within,1,within_sub18_fold1,[18],[18],[18],900,450,450,79,0.5386608640352885,auc,0.7929955555555556,0.7355555555555555,0.7133333333333334,0.3493150684931507,0.68,0.4615384615384616,0.30947775628626695,0.7929955555555556
p300,eegnet_ms_se,within,2,within_sub18_fold2,[18],[18],[18],900,450,450,36,0.5967500030994415,auc,0.7800100632547441,0.72,0.6967725704427832,0.32666666666666666,0.6621621621621622,0.4375,0.27862595419847325,0.7800100632547441
p300,eegnet_ms_se,within,3,within_sub18_fold3,[18],[18],[18],900,450,450,81,0.539540891846021,auc,0.7358570222347312,0.6844444444444444,0.6476569096538136,0.28846153846153844,0.5921052631578947,0.38793103448275856,0.2080606781677573,0.7358570222347312
p300,eegnet_ms_se,within,0,within_sub19_fold0,[19],[19],[19],900,450,450,22,0.6499096473058065,auc,0.7165511111111111,0.6777777777777778,0.636,0.27564102564102566,0.5733333333333334,0.37229437229437234,0.1899441340782123,0.7165511111111111
p300,eegnet_ms_se,within,1,within_sub19_fold1,[19],[19],[19],900,450,450,48,0.507460908095042,auc,0.7436444444444446,0.7177777777777777,0.6759999999999999,0.3194444444444444,0.6133333333333333,0.4200913242009132,0.2573099415204678,0.7436444444444446
p300,eegnet_ms_se,within,2,within_sub19_fold2,[19],[19],[19],900,450,450,59,0.5771884361902873,auc,0.7375646923519263,0.7155555555555555,0.6615511788384129,0.30714285714285716,0.581081081081081,0.40186915887850466,0.23789362265149505,0.7375646923519263
p300,eegnet_ms_se,within,3,within_sub19_fold3,[19],[19],[19],900,450,450,69,0.6206859727700551,auc,0.8143822122150296,0.7622222222222222,0.736384745285674,0.38686131386861317,0.6973684210526315,0.49765258215962443,0.35822248287260416,0.8143822122150296
p300,eegnet_ms_se,within,0,within_sub20_fold0,[20],[20],[20],900,450,450,60,0.48838300704956056,auc,0.8681044188010131,0.8266666666666667,0.7961229946524064,0.49137931034482757,0.75,0.5937499999999999,0.4895881805490927,0.8681044188010131
p300,eegnet_ms_se,within,1,within_sub20_fold1,[20],[20],[20],900,450,450,174,0.34986793796221416,auc,0.9002300172512938,0.8777777777777778,0.8128953421506613,0.6091954022988506,0.7162162162162162,0.6583850931677019,0.584550307180985,0.9002300172512938
p300,eegnet_ms_se,within,2,within_sub20_fold2,[20],[20],[20],900,450,450,114,0.4828301390012105,auc,0.9099338700402531,0.8755555555555555,0.8441273720529039,0.59,0.7972972972972973,0.6781609195402298,0.6031496062992125,0.9099338700402531
p300,eegnet_ms_se,within,3,within_sub20_fold3,[20],[20],[20],900,450,450,91,0.3608713353673617,auc,0.8696524064171123,0.8266666666666667,0.7751547987616099,0.49074074074074076,0.6973684210526315,0.576086956521739,0.4712581344902387,0.8696524064171123
p300,eegnet_ms_se,within,0,within_sub21_fold0,[21],[21],[21],900,450,450,59,0.5885927001635234,auc,0.7517866666666667,0.7088888888888889,0.6653333333333333,0.3082191780821918,0.6,0.4072398190045249,0.2398452611218569,0.7517866666666667
p300,eegnet_ms_se,within,1,within_sub21_fold1,[21],[21],[21],900,450,450,68,0.5204114596048991,auc,0.7524266666666667,0.7644444444444445,0.6933333333333334,0.3697478991596639,0.5866666666666667,0.4536082474226804,0.3131749460043197,0.7524266666666667
p300,eegnet_ms_se,within,2,within_sub21_fold2,[21],[21],[21],900,450,450,94,0.5476577043533325,auc,0.8573866666666666,0.7755555555555556,0.7693333333333333,0.40714285714285714,0.76,0.5302325581395348,0.4,0.8573866666666666
p300,eegnet_ms_se,within,3,within_sub21_fold3,[21],[21],[21],900,450,450,67,0.609786589940389,auc,0.736391111111111,0.6977777777777778,0.6693333333333333,0.3032258064516129,0.6266666666666667,0.40869565217391307,0.23738317757009342,0.736391111111111
p300,eegnet_ms_se,within,0,within_sub22_fold0,[22],[22],[22],900,450,450,60,0.5753786702950795,auc,0.8529422222222223,0.8088888888888889,0.784,0.45528455284552843,0.7466666666666667,0.5656565656565656,0.45222929936305734,0.8529422222222223
p300,eegnet_ms_se,within,1,within_sub22_fold1,[22],[22],[22],900,450,450,58,0.652988870938619,auc,0.7243733333333332,0.7088888888888889,0.6439999999999999,0.2971014492753623,0.5466666666666666,0.38497652582159625,0.21556886227544914,0.7243733333333332
p300,eegnet_ms_se,within,2,within_sub22_fold2,[22],[22],[22],900,450,450,74,0.4706008225679398,auc,0.8313244444444446,0.7933333333333333,0.7693333333333333,0.4296875,0.7333333333333333,0.5418719211822659,0.41995841995842,0.8313244444444446
p300,eegnet_ms_se,within,3,within_sub22_fold3,[22],[22],[22],900,450,450,128,0.5021105741461118,auc,0.8219022222222222,0.8044444444444444,0.76,0.4444444444444444,0.6933333333333334,0.5416666666666666,0.4248366013071896,0.8219022222222222
p300,eegnet_ms_se,within,0,within_sub23_fold0,[23],[23],[23],900,450,450,104,0.4367776175340017,auc,0.8750718803910293,0.8311111111111111,0.8012507188039103,0.49122807017543857,0.7567567567567568,0.5957446808510638,0.49503897944720054,0.8750718803910293
p300,eegnet_ms_se,within,1,within_sub23_fold1,[23],[23],[23],900,450,450,84,0.37018693548937637,auc,0.8858359133126935,0.8488888888888889,0.7727976358007318,0.5434782608695652,0.6578947368421053,0.5952380952380952,0.5033757465593353,0.8858359133126935
p300,eegnet_ms_se,within,2,within_sub23_fold2,[23],[23],[23],900,450,450,23,0.5777176042397817,auc,0.8465777777777779,0.7888888888888889,0.788,0.427536231884058,0.7866666666666666,0.5539906103286384,0.43113772455089816,0.8465777777777779
p300,eegnet_ms_se,within,3,within_sub23_fold3,[23],[23],[23],900,450,450,57,0.46888958911101025,auc,0.7944888888888888,0.7844444444444445,0.7373333333333334,0.4098360655737705,0.6666666666666666,0.5076142131979694,0.3795309168443497,0.7944888888888888
p300,eegnet_ms_se,within,0,within_sub24_fold0,[24],[24],[24],900,450,450,165,0.49965495665868126,auc,0.8977501437607821,0.86,0.7317064404830362,0.5797101449275363,0.5405405405405406,0.5594405594405595,0.4763382467028705,0.8977501437607821
p300,eegnet_ms_se,within,1,within_sub24_fold1,[24],[24],[24],900,450,450,73,0.44587264756361644,auc,0.8275752884886011,0.7711111111111111,0.7679425837320575,0.40559440559440557,0.7631578947368421,0.5296803652968036,0.3965943708178197,0.8275752884886011
p300,eegnet_ms_se,within,2,within_sub24_fold2,[24],[24],[24],900,450,450,104,0.47954198519388835,auc,0.8352355555555556,0.8133333333333334,0.76,0.4594594594594595,0.68,0.5483870967741935,0.43624161073825507,0.8352355555555556
p300,eegnet_ms_se,within,3,within_sub24_fold3,[24],[24],[24],900,450,450,105,0.4854200075070063,auc,0.81888,0.8022222222222222,0.764,0.44166666666666665,0.7066666666666667,0.5435897435897435,0.4258064516129032,0.81888
p300,eegnet_ms_se,within,0,within_sub25_fold0,[25],[25],[25],900,450,450,1,0.6986920714378357,auc,0.4969040247678018,0.6311111111111111,0.5054883197298058,0.17391304347826086,0.3157894736842105,0.22429906542056074,0.008284212203281793,0.4969040247678018
p300,eegnet_ms_se,within,1,within_sub25_fold1,[25],[25],[25],900,450,450,10,0.6699945807456971,auc,0.5124712478435882,0.5866666666666667,0.49216503737780337,0.15853658536585366,0.35135135135135137,0.21848739495798322,-0.010527840826773716,0.5124712478435882
p300,eegnet_ms_se,within,2,within_sub25_fold2,[25],[25],[25],900,450,450,37,0.686059840520223,auc,0.5362018012946805,0.5688888888888889,0.5362018012946805,0.19270833333333334,0.4868421052631579,0.27611940298507465,0.0450249409293777,0.5362018012946805
p300,eegnet_ms_se,within,3,within_sub25_fold3,[25],[25],[25],900,450,450,35,0.6875921448071798,auc,0.6187464059804485,0.6755555555555556,0.6267610695802186,0.2662337662337662,0.5540540540540541,0.3596491228070175,0.17677425821972725,0.6187464059804485
p300,eegnet_ms_se,within,0,within_sub26_fold0,[26],[26],[26],900,450,450,35,0.6444858312606812,auc,0.7098666666666668,0.7088888888888889,0.676,0.31333333333333335,0.6266666666666667,0.4177777777777778,0.25142857142857145,0.7098666666666668
